onset	duration	trial_type	value	sample	attend	chapter
23.391	64.0	Stimulus/S  1	1	23391	Female	0
23.392	64.0	Stimulus/S  4	4	23392	Female	0
23.393	64.0	Stimulus/S  4	4	23393	Female	0
23.394	64.0	Stimulus/S  4	4	23394	Female	0
23.395	64.0	Stimulus/S  4	4	23395	Female	0
23.396	64.0	Stimulus/S  4	4	23396	Female	0
23.397	64.0	Stimulus/S  4	4	23397	Female	0
23.398	64.0	Stimulus/S  4	4	23398	Female	0
87.373	64.0	Stimulus/S  2	2	87373	Female	0
99.148	64.0	Stimulus/S  1	1	99148	Female	1
99.149	64.0	Stimulus/S  4	4	99149	Female	1
99.15	64.0	Stimulus/S  4	4	99150	Female	1
99.151	64.0	Stimulus/S  4	4	99151	Female	1
99.152	64.0	Stimulus/S  4	4	99152	Female	1
99.153	64.0	Stimulus/S  4	4	99153	Female	1
99.154	64.0	Stimulus/S  4	4	99154	Female	1
99.155	64.0	Stimulus/S  8	8	99155	Female	1
163.13	64.0	Stimulus/S  2	2	163130	Female	1
182.499	64.0	Stimulus/S  1	1	182499	Male	0
182.5	64.0	Stimulus/S  8	8	182500	Male	0
182.501	64.0	Stimulus/S  4	4	182501	Male	0
182.502	64.0	Stimulus/S  4	4	182502	Male	0
182.503	64.0	Stimulus/S  4	4	182503	Male	0
182.504	64.0	Stimulus/S  4	4	182504	Male	0
182.505	64.0	Stimulus/S  4	4	182505	Male	0
182.506	64.0	Stimulus/S  4	4	182506	Male	0
246.481	64.0	Stimulus/S  2	2	246481	Male	0
260.389	64.0	Stimulus/S  1	1	260389	Male	1
260.39	64.0	Stimulus/S  8	8	260390	Male	1
260.391	64.0	Stimulus/S  4	4	260391	Male	1
260.392	64.0	Stimulus/S  4	4	260392	Male	1
260.393	64.0	Stimulus/S  4	4	260393	Male	1
260.394	64.0	Stimulus/S  4	4	260394	Male	1
260.395	64.0	Stimulus/S  4	4	260395	Male	1
260.396	64.0	Stimulus/S  8	8	260396	Male	1
324.371	64.0	Stimulus/S  2	2	324371	Male	1
338.365	64.0	Stimulus/S  1	1	338365	Male	2
338.366	64.0	Stimulus/S  8	8	338366	Male	2
338.367	64.0	Stimulus/S  4	4	338367	Male	2
338.368	64.0	Stimulus/S  4	4	338368	Male	2
338.369	64.0	Stimulus/S  4	4	338369	Male	2
338.37	64.0	Stimulus/S  4	4	338370	Male	2
338.371	64.0	Stimulus/S  8	8	338371	Male	2
338.372	64.0	Stimulus/S  4	4	338372	Male	2
402.346	64.0	Stimulus/S  2	2	402346	Male	2
428.82	64.0	Stimulus/S  1	1	428820	Male	3
