onset	duration	trial_type	value	sample	attend	chapter
118.286	64.0	Stimulus/S  1	1	118286	Female	0
118.287	64.0	Stimulus/S  4	4	118287	Female	0
118.288	64.0	Stimulus/S  4	4	118288	Female	0
118.289	64.0	Stimulus/S  4	4	118289	Female	0
118.29	64.0	Stimulus/S  4	4	118290	Female	0
118.291	64.0	Stimulus/S  4	4	118291	Female	0
118.292	64.0	Stimulus/S  4	4	118292	Female	0
118.293	64.0	Stimulus/S  4	4	118293	Female	0
182.267	64.0	Stimulus/S  2	2	182267	Female	0
215.01	64.0	Stimulus/S  1	1	215010	Female	1
215.011	64.0	Stimulus/S  4	4	215011	Female	1
215.012	64.0	Stimulus/S  4	4	215012	Female	1
215.013	64.0	Stimulus/S  4	4	215013	Female	1
215.014	64.0	Stimulus/S  4	4	215014	Female	1
215.015	64.0	Stimulus/S  4	4	215015	Female	1
215.016	64.0	Stimulus/S  4	4	215016	Female	1
215.017	64.0	Stimulus/S  8	8	215017	Female	1
278.992	64.0	Stimulus/S  2	2	278992	Female	1
316.383	64.0	Stimulus/S  1	1	316383	Male	0
316.384	64.0	Stimulus/S  8	8	316384	Male	0
316.385	64.0	Stimulus/S  4	4	316385	Male	0
316.386	64.0	Stimulus/S  4	4	316386	Male	0
316.387	64.0	Stimulus/S  4	4	316387	Male	0
316.388	64.0	Stimulus/S  4	4	316388	Male	0
316.389	64.0	Stimulus/S  4	4	316389	Male	0
316.39	64.0	Stimulus/S  4	4	316390	Male	0
380.364	64.0	Stimulus/S  2	2	380364	Male	0
397.887	64.0	Stimulus/S  1	1	397887	Male	1
397.888	64.0	Stimulus/S  8	8	397888	Male	1
397.889	64.0	Stimulus/S  4	4	397889	Male	1
397.89	64.0	Stimulus/S  4	4	397890	Male	1
397.891	64.0	Stimulus/S  4	4	397891	Male	1
397.892	64.0	Stimulus/S  4	4	397892	Male	1
397.893	64.0	Stimulus/S  4	4	397893	Male	1
397.894	64.0	Stimulus/S  8	8	397894	Male	1
461.868	64.0	Stimulus/S  2	2	461868	Male	1
495.119	64.0	Stimulus/S  1	1	495119	Male	2
495.12	64.0	Stimulus/S  8	8	495120	Male	2
495.121	64.0	Stimulus/S  4	4	495121	Male	2
495.122	64.0	Stimulus/S  4	4	495122	Male	2
495.123	64.0	Stimulus/S  4	4	495123	Male	2
495.124	64.0	Stimulus/S  4	4	495124	Male	2
495.125	64.0	Stimulus/S  8	8	495125	Male	2
495.126	64.0	Stimulus/S  4	4	495126	Male	2
559.101	64.0	Stimulus/S  2	2	559101	Male	2
574.241	64.0	Stimulus/S  1	1	574241	Male	3
574.242	64.0	Stimulus/S  8	8	574242	Male	3
574.243	64.0	Stimulus/S  4	4	574243	Male	3
574.244	64.0	Stimulus/S  4	4	574244	Male	3
574.245	64.0	Stimulus/S  4	4	574245	Male	3
574.246	64.0	Stimulus/S  4	4	574246	Male	3
574.247	64.0	Stimulus/S  8	8	574247	Male	3
574.248	64.0	Stimulus/S  8	8	574248	Male	3
638.223	64.0	Stimulus/S  2	2	638223	Male	3
651.119	64.0	Stimulus/S  1	1	651119	Female	2
651.12	64.0	Stimulus/S  4	4	651120	Female	2
651.121	64.0	Stimulus/S  4	4	651121	Female	2
651.122	64.0	Stimulus/S  4	4	651122	Female	2
651.123	64.0	Stimulus/S  4	4	651123	Female	2
651.124	64.0	Stimulus/S  4	4	651124	Female	2
651.125	64.0	Stimulus/S  8	8	651125	Female	2
651.126	64.0	Stimulus/S  4	4	651126	Female	2
715.101	64.0	Stimulus/S  2	2	715101	Female	2
744.731	64.0	Stimulus/S  1	1	744731	Female	3
744.732	64.0	Stimulus/S  4	4	744732	Female	3
744.733	64.0	Stimulus/S  4	4	744733	Female	3
744.734	64.0	Stimulus/S  4	4	744734	Female	3
744.735	64.0	Stimulus/S  4	4	744735	Female	3
744.736	64.0	Stimulus/S  4	4	744736	Female	3
744.737	64.0	Stimulus/S  8	8	744737	Female	3
744.738	64.0	Stimulus/S  8	8	744738	Female	3
808.713	64.0	Stimulus/S  2	2	808713	Female	3
842.02	64.0	Stimulus/S  1	1	842020	Female	4
842.021	64.0	Stimulus/S  4	4	842021	Female	4
842.022	64.0	Stimulus/S  4	4	842022	Female	4
842.023	64.0	Stimulus/S  4	4	842023	Female	4
842.024	64.0	Stimulus/S  4	4	842024	Female	4
842.025	64.0	Stimulus/S  8	8	842025	Female	4
842.026	64.0	Stimulus/S  4	4	842026	Female	4
842.027	64.0	Stimulus/S  4	4	842027	Female	4
906.001	64.0	Stimulus/S  2	2	906001	Female	4
937.274	64.0	Stimulus/S  1	1	937274	Female	5
937.275	64.0	Stimulus/S  4	4	937275	Female	5
937.276	64.0	Stimulus/S  4	4	937276	Female	5
937.277	64.0	Stimulus/S  4	4	937277	Female	5
937.278	64.0	Stimulus/S  4	4	937278	Female	5
937.279	64.0	Stimulus/S  8	8	937279	Female	5
937.28	64.0	Stimulus/S  4	4	937280	Female	5
937.281	64.0	Stimulus/S  8	8	937281	Female	5
1001.256	64.0	Stimulus/S  2	2	1001256	Female	5
1050.593	64.0	Stimulus/S  1	1	1050593	Male	4
1050.594	64.0	Stimulus/S  8	8	1050594	Male	4
1050.595	64.0	Stimulus/S  4	4	1050595	Male	4
1050.596	64.0	Stimulus/S  4	4	1050596	Male	4
1050.597	64.0	Stimulus/S  4	4	1050597	Male	4
1050.598	64.0	Stimulus/S  8	8	1050598	Male	4
1050.599	64.0	Stimulus/S  4	4	1050599	Male	4
1050.6	64.0	Stimulus/S  4	4	1050600	Male	4
1114.575	64.0	Stimulus/S  2	2	1114575	Male	4
1132.087	64.0	Stimulus/S  1	1	1132087	Male	5
1132.088	64.0	Stimulus/S  8	8	1132088	Male	5
1132.089	64.0	Stimulus/S  4	4	1132089	Male	5
1132.09	64.0	Stimulus/S  4	4	1132090	Male	5
1132.091	64.0	Stimulus/S  4	4	1132091	Male	5
1132.092	64.0	Stimulus/S  8	8	1132092	Male	5
1132.093	64.0	Stimulus/S  4	4	1132093	Male	5
1132.094	64.0	Stimulus/S  8	8	1132094	Male	5
1196.069	64.0	Stimulus/S  2	2	1196069	Male	5
1262.254	64.0	Stimulus/S  1	1	1262254	Male	6
1262.255	64.0	Stimulus/S  8	8	1262255	Male	6
1262.256	64.0	Stimulus/S  4	4	1262256	Male	6
1262.257	64.0	Stimulus/S  4	4	1262257	Male	6
1262.258	64.0	Stimulus/S  4	4	1262258	Male	6
1262.259	64.0	Stimulus/S  8	8	1262259	Male	6
1262.26	64.0	Stimulus/S  8	8	1262260	Male	6
1262.261	64.0	Stimulus/S  4	4	1262261	Male	6
1326.236	64.0	Stimulus/S  2	2	1326236	Male	6
1344.486	64.0	Stimulus/S  1	1	1344486	Male	7
1344.487	64.0	Stimulus/S  8	8	1344487	Male	7
1344.488	64.0	Stimulus/S  4	4	1344488	Male	7
1344.489	64.0	Stimulus/S  4	4	1344489	Male	7
1344.49	64.0	Stimulus/S  4	4	1344490	Male	7
1344.491	64.0	Stimulus/S  8	8	1344491	Male	7
1344.492	64.0	Stimulus/S  8	8	1344492	Male	7
1344.493	64.0	Stimulus/S  8	8	1344493	Male	7
1408.468	64.0	Stimulus/S  2	2	1408468	Male	7
1445.481	64.0	Stimulus/S  1	1	1445481	Female	6
1445.482	64.0	Stimulus/S  4	4	1445482	Female	6
1445.483	64.0	Stimulus/S  4	4	1445483	Female	6
1445.484	64.0	Stimulus/S  4	4	1445484	Female	6
1445.485	64.0	Stimulus/S  4	4	1445485	Female	6
1445.486	64.0	Stimulus/S  8	8	1445486	Female	6
1445.487	64.0	Stimulus/S  8	8	1445487	Female	6
1445.488	64.0	Stimulus/S  4	4	1445488	Female	6
1509.462	64.0	Stimulus/S  2	2	1509462	Female	6
1537.501	64.0	Stimulus/S  1	1	1537501	Female	7
1537.502	64.0	Stimulus/S  4	4	1537502	Female	7
1537.503	64.0	Stimulus/S  4	4	1537503	Female	7
1537.504	64.0	Stimulus/S  4	4	1537504	Female	7
1537.505	64.0	Stimulus/S  4	4	1537505	Female	7
1537.506	64.0	Stimulus/S  8	8	1537506	Female	7
1537.507	64.0	Stimulus/S  8	8	1537507	Female	7
1537.508	64.0	Stimulus/S  8	8	1537508	Female	7
1601.483	64.0	Stimulus/S  2	2	1601483	Female	7
1726.124	64.0	Stimulus/S  1	1	1726124	Female	8
1726.125	64.0	Stimulus/S  4	4	1726125	Female	8
1726.126	64.0	Stimulus/S  4	4	1726126	Female	8
1726.127	64.0	Stimulus/S  4	4	1726127	Female	8
1726.128	64.0	Stimulus/S  8	8	1726128	Female	8
1726.129	64.0	Stimulus/S  4	4	1726129	Female	8
1726.13	64.0	Stimulus/S  4	4	1726130	Female	8
1726.131	64.0	Stimulus/S  4	4	1726131	Female	8
1790.105	64.0	Stimulus/S  2	2	1790105	Female	8
1813.828	64.0	Stimulus/S  1	1	1813828	Female	9
1813.829	64.0	Stimulus/S  4	4	1813829	Female	9
1813.83	64.0	Stimulus/S  4	4	1813830	Female	9
1813.831	64.0	Stimulus/S  4	4	1813831	Female	9
1813.832	64.0	Stimulus/S  8	8	1813832	Female	9
1813.833	64.0	Stimulus/S  4	4	1813833	Female	9
1813.834	64.0	Stimulus/S  4	4	1813834	Female	9
1813.835	64.0	Stimulus/S  8	8	1813835	Female	9
1877.81	64.0	Stimulus/S  2	2	1877810	Female	9
1898.37	64.0	Stimulus/S  1	1	1898370	Male	8
1898.371	64.0	Stimulus/S  8	8	1898371	Male	8
1898.372	64.0	Stimulus/S  4	4	1898372	Male	8
1898.373	64.0	Stimulus/S  4	4	1898373	Male	8
1898.374	64.0	Stimulus/S  8	8	1898374	Male	8
1898.375	64.0	Stimulus/S  4	4	1898375	Male	8
1898.376	64.0	Stimulus/S  4	4	1898376	Male	8
1898.377	64.0	Stimulus/S  4	4	1898377	Male	8
1962.352	64.0	Stimulus/S  2	2	1962352	Male	8
2003.909	64.0	Stimulus/S  1	1	2003909	Male	9
2003.91	64.0	Stimulus/S  8	8	2003910	Male	9
2003.911	64.0	Stimulus/S  4	4	2003911	Male	9
2003.912	64.0	Stimulus/S  4	4	2003912	Male	9
2003.913	64.0	Stimulus/S  8	8	2003913	Male	9
2003.914	64.0	Stimulus/S  4	4	2003914	Male	9
2003.915	64.0	Stimulus/S  4	4	2003915	Male	9
2003.916	64.0	Stimulus/S  8	8	2003916	Male	9
2067.89	64.0	Stimulus/S  2	2	2067890	Male	9
2113.641	64.0	Stimulus/S  1	1	2113641	Male	10
2113.642	64.0	Stimulus/S  8	8	2113642	Male	10
2113.643	64.0	Stimulus/S  4	4	2113643	Male	10
2113.644	64.0	Stimulus/S  4	4	2113644	Male	10
2113.645	64.0	Stimulus/S  8	8	2113645	Male	10
2113.646	64.0	Stimulus/S  4	4	2113646	Male	10
2113.647	64.0	Stimulus/S  8	8	2113647	Male	10
2113.648	64.0	Stimulus/S  4	4	2113648	Male	10
2177.623	64.0	Stimulus/S  2	2	2177623	Male	10
2211.242	64.0	Stimulus/S  1	1	2211242	Male	11
2211.243	64.0	Stimulus/S  8	8	2211243	Male	11
2211.244	64.0	Stimulus/S  4	4	2211244	Male	11
2211.245	64.0	Stimulus/S  4	4	2211245	Male	11
2211.246	64.0	Stimulus/S  8	8	2211246	Male	11
2211.247	64.0	Stimulus/S  4	4	2211247	Male	11
2211.248	64.0	Stimulus/S  8	8	2211248	Male	11
2211.249	64.0	Stimulus/S  8	8	2211249	Male	11
2275.224	64.0	Stimulus/S  2	2	2275224	Male	11
2318.681	64.0	Stimulus/S  1	1	2318681	Female	10
2318.682	64.0	Stimulus/S  4	4	2318682	Female	10
2318.683	64.0	Stimulus/S  4	4	2318683	Female	10
2318.684	64.0	Stimulus/S  4	4	2318684	Female	10
2318.685	64.0	Stimulus/S  8	8	2318685	Female	10
2318.686	64.0	Stimulus/S  4	4	2318686	Female	10
2318.687	64.0	Stimulus/S  8	8	2318687	Female	10
2318.688	64.0	Stimulus/S  4	4	2318688	Female	10
2382.662	64.0	Stimulus/S  2	2	2382662	Female	10
2409.883	64.0	Stimulus/S  1	1	2409883	Female	11
2409.884	64.0	Stimulus/S  4	4	2409884	Female	11
2409.885	64.0	Stimulus/S  4	4	2409885	Female	11
2409.886	64.0	Stimulus/S  4	4	2409886	Female	11
2409.887	64.0	Stimulus/S  8	8	2409887	Female	11
2409.888	64.0	Stimulus/S  4	4	2409888	Female	11
2409.889	64.0	Stimulus/S  8	8	2409889	Female	11
2409.89	64.0	Stimulus/S  8	8	2409890	Female	11
2473.864	64.0	Stimulus/S  2	2	2473864	Female	11
2527.96	64.0	Stimulus/S  1	1	2527960	Female	12
2527.961	64.0	Stimulus/S  4	4	2527961	Female	12
