onset	duration	trial_type	value	sample	attend	chapter
164.035	64.0	Stimulus/S  1	1	164035	Female	0
164.036	64.0	Stimulus/S  4	4	164036	Female	0
164.037	64.0	Stimulus/S  4	4	164037	Female	0
164.038	64.0	Stimulus/S  4	4	164038	Female	0
164.039	64.0	Stimulus/S  4	4	164039	Female	0
164.04	64.0	Stimulus/S  4	4	164040	Female	0
164.041	64.0	Stimulus/S  4	4	164041	Female	0
164.042	64.0	Stimulus/S  4	4	164042	Female	0
228.015	64.0	Stimulus/S  2	2	228015	Female	0
256.79	64.0	Stimulus/S  1	1	256790	Female	1
256.791	64.0	Stimulus/S  4	4	256791	Female	1
256.792	64.0	Stimulus/S  4	4	256792	Female	1
256.793	64.0	Stimulus/S  4	4	256793	Female	1
256.794	64.0	Stimulus/S  4	4	256794	Female	1
256.795	64.0	Stimulus/S  4	4	256795	Female	1
256.796	64.0	Stimulus/S  4	4	256796	Female	1
256.797	64.0	Stimulus/S  8	8	256797	Female	1
320.771	64.0	Stimulus/S  2	2	320771	Female	1
362.377	64.0	Stimulus/S  1	1	362377	Male	0
362.378	64.0	Stimulus/S  8	8	362378	Male	0
362.379	64.0	Stimulus/S  4	4	362379	Male	0
362.38	64.0	Stimulus/S  4	4	362380	Male	0
362.381	64.0	Stimulus/S  4	4	362381	Male	0
362.382	64.0	Stimulus/S  4	4	362382	Male	0
362.383	64.0	Stimulus/S  4	4	362383	Male	0
362.384	64.0	Stimulus/S  4	4	362384	Male	0
426.358	64.0	Stimulus/S  2	2	426358	Male	0
454.216	64.0	Stimulus/S  1	1	454216	Male	1
454.217	64.0	Stimulus/S  8	8	454217	Male	1
454.218	64.0	Stimulus/S  4	4	454218	Male	1
454.219	64.0	Stimulus/S  4	4	454219	Male	1
454.22	64.0	Stimulus/S  4	4	454220	Male	1
454.221	64.0	Stimulus/S  4	4	454221	Male	1
454.222	64.0	Stimulus/S  4	4	454222	Male	1
454.223	64.0	Stimulus/S  8	8	454223	Male	1
518.197	64.0	Stimulus/S  2	2	518197	Male	1
542.013	64.0	Stimulus/S  1	1	542013	Male	2
542.014	64.0	Stimulus/S  8	8	542014	Male	2
542.015	64.0	Stimulus/S  4	4	542015	Male	2
542.016	64.0	Stimulus/S  4	4	542016	Male	2
542.017	64.0	Stimulus/S  4	4	542017	Male	2
542.018	64.0	Stimulus/S  4	4	542018	Male	2
542.019	64.0	Stimulus/S  8	8	542019	Male	2
542.02	64.0	Stimulus/S  4	4	542020	Male	2
605.994	64.0	Stimulus/S  2	2	605994	Male	2
641.682	64.0	Stimulus/S  1	1	641682	Male	3
641.683	64.0	Stimulus/S  8	8	641683	Male	3
641.684	64.0	Stimulus/S  4	4	641684	Male	3
641.685	64.0	Stimulus/S  4	4	641685	Male	3
641.686	64.0	Stimulus/S  4	4	641686	Male	3
641.687	64.0	Stimulus/S  4	4	641687	Male	3
641.688	64.0	Stimulus/S  8	8	641688	Male	3
641.689	64.0	Stimulus/S  8	8	641689	Male	3
705.663	64.0	Stimulus/S  2	2	705663	Male	3
732.339	64.0	Stimulus/S  1	1	732339	Female	2
732.34	64.0	Stimulus/S  4	4	732340	Female	2
732.341	64.0	Stimulus/S  4	4	732341	Female	2
732.342	64.0	Stimulus/S  4	4	732342	Female	2
732.343	64.0	Stimulus/S  4	4	732343	Female	2
732.344	64.0	Stimulus/S  4	4	732344	Female	2
732.345	64.0	Stimulus/S  8	8	732345	Female	2
732.346	64.0	Stimulus/S  4	4	732346	Female	2
796.32	64.0	Stimulus/S  2	2	796320	Female	2
815.046	64.0	Stimulus/S  1	1	815046	Female	3
815.047	64.0	Stimulus/S  4	4	815047	Female	3
815.048	64.0	Stimulus/S  4	4	815048	Female	3
815.049	64.0	Stimulus/S  4	4	815049	Female	3
815.05	64.0	Stimulus/S  4	4	815050	Female	3
815.051	64.0	Stimulus/S  4	4	815051	Female	3
815.052	64.0	Stimulus/S  8	8	815052	Female	3
815.053	64.0	Stimulus/S  8	8	815053	Female	3
879.027	64.0	Stimulus/S  2	2	879027	Female	3
957.578	64.0	Stimulus/S  1	1	957578	Female	4
957.579	64.0	Stimulus/S  4	4	957579	Female	4
957.58	64.0	Stimulus/S  4	4	957580	Female	4
957.581	64.0	Stimulus/S  4	4	957581	Female	4
957.582	64.0	Stimulus/S  4	4	957582	Female	4
957.583	64.0	Stimulus/S  8	8	957583	Female	4
957.584	64.0	Stimulus/S  4	4	957584	Female	4
957.585	64.0	Stimulus/S  4	4	957585	Female	4
1021.559	64.0	Stimulus/S  2	2	1021559	Female	4
1045.699	64.0	Stimulus/S  1	1	1045699	Female	5
1045.7	64.0	Stimulus/S  4	4	1045700	Female	5
1045.701	64.0	Stimulus/S  4	4	1045701	Female	5
1045.702	64.0	Stimulus/S  4	4	1045702	Female	5
1045.703	64.0	Stimulus/S  4	4	1045703	Female	5
1045.704	64.0	Stimulus/S  8	8	1045704	Female	5
1045.705	64.0	Stimulus/S  4	4	1045705	Female	5
1045.706	64.0	Stimulus/S  8	8	1045706	Female	5
1109.68	64.0	Stimulus/S  2	2	1109680	Female	5
1129.926	64.0	Stimulus/S  1	1	1129926	Male	4
1129.927	64.0	Stimulus/S  8	8	1129927	Male	4
1129.928	64.0	Stimulus/S  4	4	1129928	Male	4
1129.929	64.0	Stimulus/S  4	4	1129929	Male	4
1129.93	64.0	Stimulus/S  4	4	1129930	Male	4
1129.931	64.0	Stimulus/S  8	8	1129931	Male	4
1129.932	64.0	Stimulus/S  4	4	1129932	Male	4
1129.933	64.0	Stimulus/S  4	4	1129933	Male	4
1193.907	64.0	Stimulus/S  2	2	1193907	Male	4
1218.981	64.0	Stimulus/S  1	1	1218981	Male	5
1218.982	64.0	Stimulus/S  8	8	1218982	Male	5
1218.983	64.0	Stimulus/S  4	4	1218983	Male	5
1218.984	64.0	Stimulus/S  4	4	1218984	Male	5
1218.985	64.0	Stimulus/S  4	4	1218985	Male	5
1218.986	64.0	Stimulus/S  8	8	1218986	Male	5
1218.987	64.0	Stimulus/S  4	4	1218987	Male	5
1218.988	64.0	Stimulus/S  8	8	1218988	Male	5
1282.962	64.0	Stimulus/S  2	2	1282962	Male	5
1353.687	64.0	Stimulus/S  1	1	1353687	Male	6
1353.688	64.0	Stimulus/S  8	8	1353688	Male	6
1353.689	64.0	Stimulus/S  4	4	1353689	Male	6
1353.69	64.0	Stimulus/S  4	4	1353690	Male	6
1353.691	64.0	Stimulus/S  4	4	1353691	Male	6
1353.692	64.0	Stimulus/S  8	8	1353692	Male	6
1353.693	64.0	Stimulus/S  8	8	1353693	Male	6
1353.694	64.0	Stimulus/S  4	4	1353694	Male	6
1417.667	64.0	Stimulus/S  2	2	1417667	Male	6
1435.801	64.0	Stimulus/S  1	1	1435801	Male	7
1435.802	64.0	Stimulus/S  8	8	1435802	Male	7
1435.803	64.0	Stimulus/S  4	4	1435803	Male	7
1435.804	64.0	Stimulus/S  4	4	1435804	Male	7
1435.805	64.0	Stimulus/S  4	4	1435805	Male	7
1435.806	64.0	Stimulus/S  8	8	1435806	Male	7
1435.807	64.0	Stimulus/S  8	8	1435807	Male	7
1435.808	64.0	Stimulus/S  8	8	1435808	Male	7
1499.782	64.0	Stimulus/S  2	2	1499782	Male	7
1535.663	64.0	Stimulus/S  1	1	1535663	Female	6
1535.664	64.0	Stimulus/S  4	4	1535664	Female	6
1535.665	64.0	Stimulus/S  4	4	1535665	Female	6
1535.666	64.0	Stimulus/S  4	4	1535666	Female	6
1535.667	64.0	Stimulus/S  4	4	1535667	Female	6
1535.668	64.0	Stimulus/S  8	8	1535668	Female	6
1535.669	64.0	Stimulus/S  8	8	1535669	Female	6
1535.67	64.0	Stimulus/S  4	4	1535670	Female	6
1599.643	64.0	Stimulus/S  2	2	1599643	Female	6
1618.436	64.0	Stimulus/S  1	1	1618436	Female	7
1618.437	64.0	Stimulus/S  4	4	1618437	Female	7
1618.438	64.0	Stimulus/S  4	4	1618438	Female	7
1618.439	64.0	Stimulus/S  4	4	1618439	Female	7
1618.44	64.0	Stimulus/S  4	4	1618440	Female	7
1618.441	64.0	Stimulus/S  8	8	1618441	Female	7
1618.442	64.0	Stimulus/S  8	8	1618442	Female	7
1618.443	64.0	Stimulus/S  8	8	1618443	Female	7
1682.416	64.0	Stimulus/S  2	2	1682416	Female	7
1703.043	64.0	Stimulus/S  1	1	1703043	Female	8
1703.044	64.0	Stimulus/S  4	4	1703044	Female	8
1703.045	64.0	Stimulus/S  4	4	1703045	Female	8
1703.046	64.0	Stimulus/S  4	4	1703046	Female	8
1703.047	64.0	Stimulus/S  8	8	1703047	Female	8
1703.048	64.0	Stimulus/S  4	4	1703048	Female	8
1703.049	64.0	Stimulus/S  4	4	1703049	Female	8
1703.05	64.0	Stimulus/S  4	4	1703050	Female	8
1767.023	64.0	Stimulus/S  2	2	1767023	Female	8
1791.556	64.0	Stimulus/S  1	1	1791556	Female	9
1791.557	64.0	Stimulus/S  4	4	1791557	Female	9
1791.558	64.0	Stimulus/S  4	4	1791558	Female	9
1791.559	64.0	Stimulus/S  4	4	1791559	Female	9
1791.56	64.0	Stimulus/S  8	8	1791560	Female	9
1791.561	64.0	Stimulus/S  4	4	1791561	Female	9
1791.562	64.0	Stimulus/S  4	4	1791562	Female	9
1791.563	64.0	Stimulus/S  8	8	1791563	Female	9
1855.536	64.0	Stimulus/S  2	2	1855536	Female	9
1875.652	64.0	Stimulus/S  1	1	1875652	Male	8
1875.653	64.0	Stimulus/S  8	8	1875653	Male	8
1875.654	64.0	Stimulus/S  4	4	1875654	Male	8
1875.655	64.0	Stimulus/S  4	4	1875655	Male	8
1875.656	64.0	Stimulus/S  8	8	1875656	Male	8
1875.657	64.0	Stimulus/S  4	4	1875657	Male	8
1875.658	64.0	Stimulus/S  4	4	1875658	Male	8
1875.659	64.0	Stimulus/S  4	4	1875659	Male	8
1939.633	64.0	Stimulus/S  2	2	1939633	Male	8
1968.966	64.0	Stimulus/S  1	1	1968966	Male	9
1968.967	64.0	Stimulus/S  8	8	1968967	Male	9
1968.968	64.0	Stimulus/S  4	4	1968968	Male	9
1968.969	64.0	Stimulus/S  4	4	1968969	Male	9
1968.97	64.0	Stimulus/S  8	8	1968970	Male	9
1968.971	64.0	Stimulus/S  4	4	1968971	Male	9
1968.972	64.0	Stimulus/S  4	4	1968972	Male	9
1968.973	64.0	Stimulus/S  8	8	1968973	Male	9
2032.946	64.0	Stimulus/S  2	2	2032946	Male	9
2054.801	64.0	Stimulus/S  1	1	2054801	Male	10
2054.802	64.0	Stimulus/S  8	8	2054802	Male	10
2054.803	64.0	Stimulus/S  4	4	2054803	Male	10
2054.804	64.0	Stimulus/S  4	4	2054804	Male	10
2054.805	64.0	Stimulus/S  8	8	2054805	Male	10
2054.806	64.0	Stimulus/S  4	4	2054806	Male	10
2054.807	64.0	Stimulus/S  8	8	2054807	Male	10
2054.808	64.0	Stimulus/S  4	4	2054808	Male	10
2118.781	64.0	Stimulus/S  2	2	2118781	Male	10
2141.702	64.0	Stimulus/S  1	1	2141702	Male	11
2141.703	64.0	Stimulus/S  8	8	2141703	Male	11
2141.704	64.0	Stimulus/S  4	4	2141704	Male	11
2141.705	64.0	Stimulus/S  4	4	2141705	Male	11
2141.706	64.0	Stimulus/S  8	8	2141706	Male	11
2141.707	64.0	Stimulus/S  4	4	2141707	Male	11
2141.708	64.0	Stimulus/S  8	8	2141708	Male	11
2141.709	64.0	Stimulus/S  8	8	2141709	Male	11
2205.682	64.0	Stimulus/S  2	2	2205682	Male	11
2232.229	64.0	Stimulus/S  1	1	2232229	Female	10
2232.23	64.0	Stimulus/S  4	4	2232230	Female	10
2232.231	64.0	Stimulus/S  4	4	2232231	Female	10
2232.232	64.0	Stimulus/S  4	4	2232232	Female	10
2232.233	64.0	Stimulus/S  8	8	2232233	Female	10
2232.234	64.0	Stimulus/S  4	4	2232234	Female	10
2232.235	64.0	Stimulus/S  8	8	2232235	Female	10
2232.236	64.0	Stimulus/S  4	4	2232236	Female	10
2296.209	64.0	Stimulus/S  2	2	2296209	Female	10
2319.296	64.0	Stimulus/S  1	1	2319296	Female	11
2319.297	64.0	Stimulus/S  4	4	2319297	Female	11
2319.298	64.0	Stimulus/S  4	4	2319298	Female	11
2319.299	64.0	Stimulus/S  4	4	2319299	Female	11
2319.3	64.0	Stimulus/S  8	8	2319300	Female	11
2319.301	64.0	Stimulus/S  4	4	2319301	Female	11
2319.302	64.0	Stimulus/S  8	8	2319302	Female	11
2319.303	64.0	Stimulus/S  8	8	2319303	Female	11
2383.276	64.0	Stimulus/S  2	2	2383276	Female	11
2455.361	64.0	Stimulus/S  1	1	2455361	Female	12
2455.362	64.0	Stimulus/S  4	4	2455362	Female	12
2455.363	64.0	Stimulus/S  4	4	2455363	Female	12
2455.364	64.0	Stimulus/S  4	4	2455364	Female	12
2455.365	64.0	Stimulus/S  8	8	2455365	Female	12
2455.366	64.0	Stimulus/S  8	8	2455366	Female	12
2455.367	64.0	Stimulus/S  4	4	2455367	Female	12
2455.368	64.0	Stimulus/S  4	4	2455368	Female	12
2519.342	64.0	Stimulus/S  2	2	2519342	Female	12
2552.666	64.0	Stimulus/S  1	1	2552666	Female	13
2552.667	64.0	Stimulus/S  4	4	2552667	Female	13
2552.668	64.0	Stimulus/S  4	4	2552668	Female	13
2552.669	64.0	Stimulus/S  4	4	2552669	Female	13
2552.67	64.0	Stimulus/S  8	8	2552670	Female	13
2552.671	64.0	Stimulus/S  8	8	2552671	Female	13
2552.672	64.0	Stimulus/S  4	4	2552672	Female	13
2552.673	64.0	Stimulus/S  8	8	2552673	Female	13
2616.647	64.0	Stimulus/S  2	2	2616647	Female	13
2661.413	64.0	Stimulus/S  1	1	2661413	Male	12
2661.414	64.0	Stimulus/S  8	8	2661414	Male	12
2661.415	64.0	Stimulus/S  4	4	2661415	Male	12
2661.416	64.0	Stimulus/S  4	4	2661416	Male	12
2661.417	64.0	Stimulus/S  8	8	2661417	Male	12
2661.418	64.0	Stimulus/S  8	8	2661418	Male	12
2661.419	64.0	Stimulus/S  4	4	2661419	Male	12
2661.42	64.0	Stimulus/S  4	4	2661420	Male	12
2725.394	64.0	Stimulus/S  2	2	2725394	Male	12
2753.682	64.0	Stimulus/S  1	1	2753682	Male	13
2753.683	64.0	Stimulus/S  8	8	2753683	Male	13
2753.684	64.0	Stimulus/S  4	4	2753684	Male	13
2753.685	64.0	Stimulus/S  4	4	2753685	Male	13
2753.686	64.0	Stimulus/S  8	8	2753686	Male	13
2753.687	64.0	Stimulus/S  8	8	2753687	Male	13
2753.688	64.0	Stimulus/S  4	4	2753688	Male	13
2753.689	64.0	Stimulus/S  8	8	2753689	Male	13
2817.663	64.0	Stimulus/S  2	2	2817663	Male	13
2903.28	64.0	Stimulus/S  1	1	2903280	Male	14
2903.281	64.0	Stimulus/S  8	8	2903281	Male	14
2903.282	64.0	Stimulus/S  4	4	2903282	Male	14
2903.283	64.0	Stimulus/S  4	4	2903283	Male	14
2903.284	64.0	Stimulus/S  8	8	2903284	Male	14
2903.285	64.0	Stimulus/S  8	8	2903285	Male	14
2903.286	64.0	Stimulus/S  8	8	2903286	Male	14
2903.287	64.0	Stimulus/S  4	4	2903287	Male	14
2967.261	64.0	Stimulus/S  2	2	2967261	Male	14
2988.017	64.0	Stimulus/S  1	1	2988017	Male	15
2988.018	64.0	Stimulus/S  8	8	2988018	Male	15
2988.019	64.0	Stimulus/S  4	4	2988019	Male	15
2988.02	64.0	Stimulus/S  4	4	2988020	Male	15
2988.021	64.0	Stimulus/S  8	8	2988021	Male	15
2988.022	64.0	Stimulus/S  8	8	2988022	Male	15
2988.023	64.0	Stimulus/S  8	8	2988023	Male	15
2988.024	64.0	Stimulus/S  8	8	2988024	Male	15
3051.998	64.0	Stimulus/S  2	2	3051998	Male	15
3122.099	64.0	Stimulus/S  1	1	3122099	Female	14
3122.1	64.0	Stimulus/S  4	4	3122100	Female	14
3122.101	64.0	Stimulus/S  4	4	3122101	Female	14
3122.102	64.0	Stimulus/S  4	4	3122102	Female	14
3122.103	64.0	Stimulus/S  8	8	3122103	Female	14
3122.104	64.0	Stimulus/S  8	8	3122104	Female	14
3122.105	64.0	Stimulus/S  8	8	3122105	Female	14
3122.106	64.0	Stimulus/S  4	4	3122106	Female	14
3186.079	64.0	Stimulus/S  2	2	3186079	Female	14
3247.996	64.0	Stimulus/S  1	1	3247996	Female	15
3247.997	64.0	Stimulus/S  4	4	3247997	Female	15
3247.998	64.0	Stimulus/S  4	4	3247998	Female	15
3247.999	64.0	Stimulus/S  4	4	3247999	Female	15
3248.0	64.0	Stimulus/S  8	8	3248000	Female	15
3248.001	64.0	Stimulus/S  8	8	3248001	Female	15
3248.002	64.0	Stimulus/S  8	8	3248002	Female	15
3248.003	64.0	Stimulus/S  8	8	3248003	Female	15
3311.977	64.0	Stimulus/S  2	2	3311977	Female	15
3342.655	64.0	Stimulus/S  1	1	3342655	Female	16
3342.656	64.0	Stimulus/S  4	4	3342656	Female	16
3342.657	64.0	Stimulus/S  4	4	3342657	Female	16
3342.658	64.0	Stimulus/S  8	8	3342658	Female	16
3342.659	64.0	Stimulus/S  4	4	3342659	Female	16
3342.66	64.0	Stimulus/S  4	4	3342660	Female	16
3342.661	64.0	Stimulus/S  4	4	3342661	Female	16
3342.662	64.0	Stimulus/S  4	4	3342662	Female	16
3406.636	64.0	Stimulus/S  2	2	3406636	Female	16
3461.697	64.0	Stimulus/S  1	1	3461697	Female	17
3461.698	64.0	Stimulus/S  4	4	3461698	Female	17
3461.699	64.0	Stimulus/S  4	4	3461699	Female	17
3461.7	64.0	Stimulus/S  8	8	3461700	Female	17
3461.701	64.0	Stimulus/S  4	4	3461701	Female	17
3461.702	64.0	Stimulus/S  4	4	3461702	Female	17
3461.703	64.0	Stimulus/S  4	4	3461703	Female	17
3461.704	64.0	Stimulus/S  8	8	3461704	Female	17
3525.677	64.0	Stimulus/S  2	2	3525677	Female	17
3548.051	64.0	Stimulus/S  1	1	3548051	Male	16
3548.052	64.0	Stimulus/S  8	8	3548052	Male	16
3548.053	64.0	Stimulus/S  4	4	3548053	Male	16
3548.054	64.0	Stimulus/S  8	8	3548054	Male	16
3548.055	64.0	Stimulus/S  4	4	3548055	Male	16
3548.056	64.0	Stimulus/S  4	4	3548056	Male	16
3548.057	64.0	Stimulus/S  4	4	3548057	Male	16
3548.058	64.0	Stimulus/S  4	4	3548058	Male	16
3612.032	64.0	Stimulus/S  2	2	3612032	Male	16
3637.267	64.0	Stimulus/S  1	1	3637267	Male	17
3637.268	64.0	Stimulus/S  8	8	3637268	Male	17
3637.269	64.0	Stimulus/S  4	4	3637269	Male	17
3637.27	64.0	Stimulus/S  8	8	3637270	Male	17
3637.271	64.0	Stimulus/S  4	4	3637271	Male	17
3637.272	64.0	Stimulus/S  4	4	3637272	Male	17
3637.273	64.0	Stimulus/S  4	4	3637273	Male	17
3637.274	64.0	Stimulus/S  8	8	3637274	Male	17
3701.247	64.0	Stimulus/S  2	2	3701247	Male	17
3777.148	64.0	Stimulus/S  1	1	3777148	Male	18
3777.149	64.0	Stimulus/S  8	8	3777149	Male	18
3777.15	64.0	Stimulus/S  4	4	3777150	Male	18
3777.151	64.0	Stimulus/S  8	8	3777151	Male	18
3777.152	64.0	Stimulus/S  4	4	3777152	Male	18
3777.153	64.0	Stimulus/S  4	4	3777153	Male	18
3777.154	64.0	Stimulus/S  8	8	3777154	Male	18
3777.155	64.0	Stimulus/S  4	4	3777155	Male	18
3841.129	64.0	Stimulus/S  2	2	3841129	Male	18
3862.623	64.0	Stimulus/S  1	1	3862623	Male	19
3862.624	64.0	Stimulus/S  8	8	3862624	Male	19
3862.625	64.0	Stimulus/S  4	4	3862625	Male	19
3862.626	64.0	Stimulus/S  8	8	3862626	Male	19
3862.627	64.0	Stimulus/S  4	4	3862627	Male	19
3862.628	64.0	Stimulus/S  4	4	3862628	Male	19
3862.629	64.0	Stimulus/S  8	8	3862629	Male	19
3862.63	64.0	Stimulus/S  8	8	3862630	Male	19
3926.604	64.0	Stimulus/S  2	2	3926604	Male	19
3945.526	64.0	Stimulus/S  1	1	3945526	Female	18
3945.527	64.0	Stimulus/S  4	4	3945527	Female	18
3945.528	64.0	Stimulus/S  4	4	3945528	Female	18
3945.529	64.0	Stimulus/S  8	8	3945529	Female	18
3945.53	64.0	Stimulus/S  4	4	3945530	Female	18
3945.531	64.0	Stimulus/S  4	4	3945531	Female	18
3945.532	64.0	Stimulus/S  8	8	3945532	Female	18
3945.533	64.0	Stimulus/S  4	4	3945533	Female	18
4009.507	64.0	Stimulus/S  2	2	4009507	Female	18
4042.653	64.0	Stimulus/S  1	1	4042653	Female	19
4042.654	64.0	Stimulus/S  4	4	4042654	Female	19
4042.655	64.0	Stimulus/S  4	4	4042655	Female	19
4042.656	64.0	Stimulus/S  8	8	4042656	Female	19
4042.657	64.0	Stimulus/S  4	4	4042657	Female	19
4042.658	64.0	Stimulus/S  4	4	4042658	Female	19
4042.659	64.0	Stimulus/S  8	8	4042659	Female	19
4042.66	64.0	Stimulus/S  8	8	4042660	Female	19
4106.634	64.0	Stimulus/S  2	2	4106634	Female	19
4140.592	64.0	Stimulus/S  1	1	4140592	Female	20
4140.593	64.0	Stimulus/S  4	4	4140593	Female	20
4140.594	64.0	Stimulus/S  4	4	4140594	Female	20
4140.595	64.0	Stimulus/S  8	8	4140595	Female	20
4140.596	64.0	Stimulus/S  4	4	4140596	Female	20
4140.597	64.0	Stimulus/S  8	8	4140597	Female	20
4140.598	64.0	Stimulus/S  4	4	4140598	Female	20
4140.599	64.0	Stimulus/S  4	4	4140599	Female	20
4204.573	64.0	Stimulus/S  2	2	4204573	Female	20
4239.377	64.0	Stimulus/S  1	1	4239377	Female	21
